PoiID	NEAR_X	NEAR_Y
713	848288.7736	1212368.971
714	848303.6339	1212376.338
715	848320.0317	1212384.468
716	848335.6543	1212392.213
717	848358.009	1212403.152
718	848373.6729	1212410.522
719	848507.2431	1212450.295
720	848524.1208	1212452.33
721	847957.672	1212204.819
722	847941.1264	1212196.617
723	847923.9324	1212188.092
724	847907.6625	1212180.026
725	847890.778	1212171.655
726	847873.0225	1212162.852
727	847856.2315	1212154.528
728	847839.4434	1212146.205
729	847925.1394	1212188.691
730	847908.4753	1212180.429
731	847892.6528	1212172.585
732	847912.162	1212182.257
733	847896.8108	1212174.646
734	847880.2188	1212166.42
735	847864.2215	1212158.489
736	847848.7151	1212150.801
737	847877.0191	1212164.834
738	847860.7975	1212156.792
739	847844.9589	1212148.939
740	847828.3376	1212140.65
741	847824.915	1212138.89
742	847807.692	1212129.969
743	847801.6888	1212126.848
744	847811.9679	1212132.192
745	847801.6888	1212126.848
746	847790.2361	1212121.504
747	847771.5058	1212112.765
748	847787.864	1212120.397
749	847770.366	1212112.233
750	847753.5272	1212104.376
751	847736.989	1212096.66
752	847720.3382	1212088.891
753	847702.3866	1212080.515
754	847755.3639	1212105.233
755	847737.3138	1212096.811
756	847721.1095	1212089.251
757	847703.7314	1212081.143
758	847687.9872	1212073.797
759	847670.392	1212065.587
760	847635.9422	1212049.07
761	847620.055	1212041.216
762	847666.1688	1212063.617
763	847643.1173	1212052.618
764	847625.5345	1212043.925
765	847608.7573	1212035.631
766	847602.2337	1212032.406
767	847584.4074	1212023.593
768	847565.7351	1212014.362
769	847549.5682	1212006.369
770	847534.8472	1211999.091
771	847519.062	1211991.287
772	847505.343	1211984.505
773	847540.1219	1212001.699
774	847554.7758	1212008.944
775	847574.0326	1212018.464
776	847591.0047	1212026.854
777	847577.4557	1212020.156
778	847593.3214	1212028
779	847609.8752	1212036.183
780	847625.6821	1212043.998
781	847640.8046	1212051.474
782	847037.2267	1211744.019
783	846981.4019	1211716.396
784	846789.4161	1211621.398
785	846875.1281	1211663.811
786	846835.5112	1211644.208
787	859968.284	1209834.184
788	859913.4021	1209801.937
789	859908.1931	1209798.797
790	859908.1931	1209798.797
791	860433.5793	1211356.744
792	853996.584	1212884.757
793	853793.0345	1212902.555
794	853735.1808	1212903.512
795	853742.3734	1212903.393
796	853624.2161	1212912.734
797	853627.3245	1212912.533
798	853560.5434	1212916.048
799	853555.1839	1212916.297
800	853525.9502	1212917.656
801	853505.0568	1212918.627
802	853465.4374	1212920.468
803	853460.9949	1212920.674
804	853324.975	1212927.381
805	853230.9129	1212931.628
806	853064.653	1212938.37
807	852991.3825	1212941.505
808	851501.3374	1212759.781
809	851459.0533	1212665.666
810	851311.0629	1212607.774
811	850875.463	1212431.86
812	850875.621	1212431.924
813	850579.798	1212303.431
814	850686.2888	1212352.149
815	850647.5687	1212335.1
816	850698.3724	1212357.317
817	850848.8006	1212420.728
818	850763.3125	1212384.738
819	850521.4648	1212274.38
820	848884.5162	1211390.924
821	848888.5059	1211393.634
822	848754.6828	1211254.448
823	848726.5771	1211205.881
824	848733.7146	1211219.507
825	848671.6233	1211108.845
826	848669.8663	1211105.852
827	848715.8621	1211185.426
828	848693.4023	1211145.95
829	848684.6583	1211131.053
830	848663.612	1211095.197
831	848982.9779	1211456.311
832	848960.7723	1211440.717
833	849081.6676	1211522.041
834	849035.2704	1211492.037
835	849180.7698	1211588.011
836	849200.7634	1211601.25
837	849245.5885	1211631.125
838	849254.1472	1211636.836
839	849299.0389	1211666.716
840	849338.0091	1211693.915
841	849403.7467	1211737.431
842	849490.5065	1211788.291
843	840091.4065	1211724.899
844	872574.7611	1330173.378
845	872012.3585	1329277.041
846	872457.7275	1325837.959
847	873104.4819	1324364.419
848	874186.2369	1323340.152
849	875993.2044	1324154.502
850	875349.7321	1326355.038
851	873891.8817	1326042.241
852	874135.1646	1326107.97
853	873649.3423	1323040.884
854	877249.596	1316401.49
855	872366.9753	1322336.966
856	871641.101	1323022.73
857	876701.872	1320460.971
858	875687.5736	1326442.716
859	875687.5736	1326442.716
860	874159.4895	1326117.357
861	845824.2958	1373931.644
862	781501.2642	1263581.426
863	781205.7756	1263536.373
864	849372.9558	1211717.314
865	938842.9029	1281543.357
866	938833.7882	1281302.687
867	938829.961	1281296.353
868	936096.5941	1281578.51
869	936399.0755	1281513.398
870	934555.0378	1282552.376
871	906296.7657	1244048.96
872	913437.4599	1300236.409
873	911999.5499	1310160.852
874	905277.0127	1239623.3
875	850635.1233	1212329.352
876	850348.94	1212188.066
877	850376.0435	1212201.14
878	830146.7195	1402241.749
879	829531.6885	1401685.655
880	833399.0737	1405537.592
881	828617.8328	1403799.164
882	828766.5422	1403848.162
883	874067.1094	1322515.621
884	872205.8902	1322942.492
885	873921.8643	1325071.702
886	875125.7071	1322147.668
887	863835.4336	1309421.621
888	874673.2973	1306965.068
889	856334.1647	1212358.588
890	856325.9412	1212361.346
891	833091.4455	1402167.311
892	833420.7127	1407268.802
893	833613.7302	1407527.556
894	834486.6125	1406449.658
895	832728.3665	1405068.943
896	831231.7031	1404857.454
897	831231.4042	1404857.097
898	831372.0073	1405019.839
899	839461.1051	1211538.771
900	839361.9375	1209979.712
901	839361.9375	1209979.712
902	839483.5454	1209915.076
903	839993.0471	1209677.655
904	838669.3771	1209312.315
905	839082.3493	1209643.395
906	838948.94	1209877.435
907	838714.9194	1210064.199
908	838747.3739	1209772.374
909	838822.9732	1211575.978
910	840185.8516	1212326.125
911	838955.7188	1209872.678
912	811918.3608	1276390.759
913	802239.6267	1275668.671
914	802243.571	1275671.951
915	802242.8057	1275671.315
916	806477.2039	1278350.438
917	878933.7286	1326893.353
918	872894.8387	1330647.819
919	872881.4499	1330615.228
920	872799.5192	1330471.12
921	878494.9381	1325069.985
922	877902.8963	1323421.776
923	868364.5757	1300805.5
924	867722.5198	1299853.502
925	867685.3335	1299864.147
926	867817.657	1299295.241
927	867924.3502	1299328.939
928	868219.1198	1297973.107
929	868637.7933	1300934.445
930	875980.1971	1324130.559
931	865174.9857	1279744.602
932	860434.8237	1211368.717
933	860328.6734	1211195.937
934	860407.7782	1211271.655
935	856492.3828	1212300.303
936	856044.9725	1212465.128
937	856191.4177	1212411.785
938	860991.2866	1212559.548
939	860457.5421	1211623.272
940	864884.9572	1214890.183
941	864757.354	1214149.507
942	865773.651	1217809.535
943	871945.7576	1226272.321
944	862633.4761	1240597.044
945	829415.9212	1403939.148
946	828490.2316	1400517.031
947	834177.7919	1404155.818
948	828864.6046	1187530.831
949	828871.9781	1187592.709
950	841077.8261	1409986.055
951	826701.0604	1403926.1
952	849696.5914	1211887.86
953	922862.9716	1255732.612
954	922834.7607	1255714.324
955	860433.2962	1211354.021
956	860399.74	1211406.245
957	860399.74	1211406.245
958	860418.0072	1211287.798
959	860453.8417	1211566.116
960	860454.5597	1211576.263
961	873939.2783	1322394.366
962	840116.2457	1210563.093
963	839581.455	1210904.502
964	793593.8431	1328095.841
965	792459.5634	1328321.742
966	792562.664	1328583.675
967	792484.5225	1328313.197
968	790870.902	1327415.381
969	791881.6825	1328139.943
970	791396.422	1328270.155
971	791328.7034	1328456.135
972	936410.7982	1281578.882
973	849812.2641	1211944.464
974	850222.931	1212130.108
975	850378.2788	1212202.218
976	849961.5073	1212018.08
977	849990.4368	1212030.651
978	850064.8198	1212062.227
979	849857.6949	1211966.772
980	849793.8839	1211935.752
981	849775.9884	1211927.205
982	847932.8118	1210888.952
983	847989.0425	1210882.744
984	789701.9282	1326119.475
985	791662.593	1329074.358
986	793331.8791	1328224.591
987	794502.4215	1327372.231
988	794257.7027	1327044.282
989	794214.9734	1326443.517
990	790785.9492	1327131.561
991	790640.4788	1327027.448
992	796136.238	1328699.833
993	794243.6037	1326851.082
994	794241.4748	1326932.031
995	794447.7181	1327846.535
996	794204.7225	1327978.536
997	794208.9132	1327977.267
998	796246.8141	1323786.657
999	798107.7174	1323938.759
1000	797119.624	1323419.547
1001	793108.7918	1324814.252
